countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ETH,2007,130118,41227,19123,21854,55088,170281,260659.5566,61155.00918,31808.96278,67078.73474,82687.96164,335519.1385,81.000409,8.96595,8.96595,41227,59574.87299,33.95992279,
ETH,2008,197461,60156,25782,28317,76564,245836,295358.5317,70031.48524,33400.81571,70757.09344,93947.15198,371717.175,83.184892,9.599741667,9.599741667,60156,68221.9999,35.47890091,
ETH,2009,268002,82560,31544,35233,96285,332060,314034.6535,101757.6418,34192.80464,73840.80759,110596.1955,404437.1702,85.416253,11.77759967,11.77759967,82560,99128.41213,36.96551132,
ETH,2010,309132,102403,34801,52168,126319,379135,367801.0211,122509.1883,39403.5752,85436.05792,147386.4524,455196.1692,87.70267,14.40958981,14.40958981,102403,119343.7797,38.56874466,
ETH,2011,373088,165380,53147.1,85949.8,162487,515078.8,373088,165380,53147.1,85949.8,162487,515078.8,90.046756,16.89922576,16.89922576,161106.89,161106.89,40.23163605,
ETH,2012,541536,277244,62044.5,102887,236385,747327,387681.0067,240455.9091,53009.59703,77044.80504,198569.6653,559621.8882,92.444183,17.70476138,17.70476138,260208.6,225393.3815,41.50443649,
ETH,2013,636901.2968,295456.4112,77636.88944,108227.0657,251301,866920.6631,430123.2855,258849.9972,59548.03013,77256.71697,206935.803,618842.4389,94.887724,18.62662896,18.62662896,289675.4485,254022.3285,42.86605072,
ETH,2014,744978.1,402921.9,98120.7,123495.9776,308691.3034,1060825.4,451494.2849,329852.0012,70281.19948,79436.79753,248705.6918,682358.7915,97.366774,19.58578991,19.58578991,391044.5739,318627.328,44.09957123,
ETH,2015,896208,511618,116996,121532,393189,1297960,474207.6698,397937.9931,72946.79753,70525.00099,303051.9004,753230.0103,99.873033,20.57684875,20.57684875,508436.32,393866.2619,45.34513092,
ETH,2016,1037280,588705,148837,122366,424528,1528040,485142.7649,442108.4878,82668.69724,64783.50231,303197.1143,810187.5908,102.403196,21.73154722,21.73154722,585084,432081.0238,46.50469971,
ETH,2017,1147628,704596,222865,139805,428400,1804397,471994.0632,462229.1888,91810.17584,60482.70574,266682.7502,900229.0429,104.957438,23.86610446,23.86610446,704596,454541.1624,47.91886139,
FIN,1950,630.3897225,234.7199294,105.4816535,174.7589217,167.874439,971.1918876,14157.85568,4902.120533,6270.701191,2515.711885,2582.508233,25831.39663,4.014173328,0.388563635,0.388563635,,,2.031924725,2053.067507
FIN,1951,858.8643319,347.2302974,135.4180178,369.3018866,293.2746095,1409.425093,15251.46894,6364.157114,6224.930335,2925.246349,3389.541898,27993.62936,4.052623534,0.386714193,0.386714193,,,2.049848557,2053.672032
FIN,1952,943.9169278,403.485489,151.7949713,318.1931589,338.7827238,1468.324296,16197.29541,7195.51057,6545.331408,2749.73147,3919.878334,29413.61117,4.095880374,0.386882308,0.386882308,,,2.067931175,2054.276735
FIN,1953,937.2461178,335.5912714,165.8826695,253.8950489,234.2825817,1449.556692,15901.72455,5962.813217,7048.818636,2808.236239,3043.670266,29303.06502,4.144844823,0.386882308,0.386882308,,,2.086173296,2054.881617
FIN,1954,997.2832224,434.522811,166.4109569,298.4091158,278.1052279,1608.457288,17034.13458,7482.183921,7048.817986,3237.272434,3781.529732,31691.57943,4.192407436,0.386882308,0.386882308,,,2.104576349,2055.486676
FIN,1955,1079.000382,500.4771506,191.9449165,347.8691934,326.9843396,1781.807511,18494.20372,8370.872304,7643.848558,3490.793609,4450.214597,34283.61742,4.240470433,0.386882308,0.386882308,,,2.123141289,2056.091914
FIN,1956,1232.42858,558.6722202,228.9251225,351.1665238,375.8634208,1983.142685,19305.35269,8772.215763,7872.706075,3432.288777,4865.26083,35290.0777,4.287332128,0.387050452,0.387050452,,,2.14187026,2056.69733
FIN,1957,1342.496667,583.8900595,253.5785982,417.1133142,424.7425326,2159.594406,18818.66284,8628.87938,8193.1078,3822.321413,4773.028436,35439.1916,4.329687515,0.431606504,0.431606504,,,2.177135706,2057.302924
FIN,1958,1402.533772,614.9273815,278.232059,471.5194026,434.8554333,2320.208195,18331.97366,8342.205028,8513.508466,3802.819692,4288.808387,35403.86134,4.365534586,0.538205269,0.538205269,,,2.211364508,2057.908697
FIN,1959,1522.607981,698.3402299,311.6903294,509.4387782,500.5894101,2528.18284,19629.81172,9374.230361,9108.538109,4309.86284,5188.074596,38003.08445,4.40048068,0.538205269,0.538205269,,,2.137721539,2058.514648
FIN,1960,1657.691559,876.8050131,332.8218842,593.5208708,625.3153995,2819.770291,21089.88039,11380.94761,9337.396931,4894.911772,6317.921459,41213.41063,4.435426298,0.538205269,0.538205269,,,2.199954987,2059.120777
FIN,1961,1833.937901,986.8433784,371.6022585,637.7088011,681.4356154,3196.285159,22698.8638,12490.22708,9883.236731,5146.532118,6827.257968,44347.73116,4.466871624,0.538205269,0.538205269,,,2.2418015,2058.121689
FIN,1962,2023.133693,1015.044155,424.5159415,679.7770254,731.5607732,3422.402937,24063.91414,12254.54668,10666.6861,5510.376008,7210.487552,45670.07484,4.49735104,0.538205269,0.538205269,,,2.232583046,2051.128071
FIN,1963,2218.215519,975.4155858,493.2865066,706.8441793,719.2376319,3716.756382,25126.42569,11349.71678,11412.61926,5631.023359,7010.128589,47170.29507,4.529259029,0.538205269,0.538205269,,,2.241180182,2047.131719
FIN,1964,2525.805853,1108.309536,559.9887776,792.9373262,886.0994541,4192.143188,26513.27826,12294.93741,11646.55077,5958.183774,8454.066752,49844.28943,4.554526921,0.538205269,0.538205269,,,2.240247726,2073.108012
FIN,1965,2780.589595,1389.395844,626.8633942,878.8674048,972.8609498,4636.197287,27994.61732,14697.12908,12193.12628,6292.681467,9152.716962,52287.64297,4.569735116,0.538205269,0.538205269,,,2.266350508,2073.108012
FIN,1966,2956.331416,1432.342152,704.4241427,926.642595,1022.48654,4970.412989,28708.25858,14665.89912,12749.26476,6695.654558,9476.422109,53753.65139,4.586894708,0.538205269,0.538205269,,,2.270700693,2048.130807
FIN,1967,3220.196532,1439.161921,802.8401485,1007.028776,1075.775708,5452.066237,29312.87867,13996.33321,13333.35734,7094.008077,9447.580212,54730.98919,4.611802115,0.58025134,0.58025134,,,2.228957415,2031.146307
FIN,1968,3520.723575,1613.158897,944.8625581,1327.758341,1260.95573,6250.528485,29332.40864,14094.60275,14113.8644,7802.131665,9076.623518,55708.32572,4.632554626,0.706389312,0.706389312,,,2.199851513,2015.160896
FIN,1969,3982.193246,1885.397862,1022.768057,1615.061634,1584.854195,7134.459055,32480.42369,15741.03465,14591.29036,9108.057188,11099.24196,61083.69345,4.629866979,0.706389312,0.706389312,,,2.233100653,1996.17822
FIN,1970,4355.876051,2507.474062,1139.798621,1915.083162,2049.969002,7962.512796,34940.23392,19299.55821,15386.51055,9903.948675,13351.6761,65970.39125,4.612366,0.706384246,0.706384246,2197.421765,18476.62478,2.280540943,1980.192809
FIN,1971,4728.880925,2765.987362,1313.136552,1989.780867,2193.118586,8748.267617,35536.29282,19373.3686,16273.68191,9789.507278,13328.48203,67348.38393,4.62938,0.703768552,0.703768552,2528.443079,19148.84303,2.270724297,1945.220813
FIN,1972,5557.116066,2970.279334,1544.253793,2431.991281,2481.761722,10204.89064,38506.41552,19081.90611,17535.0721,11207.10798,13996.91467,72487.95896,4.651172,0.697363206,0.697363206,2994.74085,20404.33664,2.288706064,1929.235814
FIN,1973,6604.097192,3797.416948,1843.241379,2954.045241,3116.64268,12422.37639,40788.01362,20987.25082,18515.86461,12016.33703,15783.46977,77350.07462,4.675456,0.642674098,0.642674098,3763.898936,22140.13733,2.330570459,1913.252816
FIN,1974,8040.594101,5735.392158,2359.023448,4050.275561,4657.97024,15675.93052,41507.7045,24294.79918,19349.31618,12029.64483,16808.61504,79692.57044,4.698779,0.634699187,0.634699187,4919.0182,22844.37861,2.337771654,1907.255816
FIN,1975,9624.9999,6477,3068,4036,5142,18154,42802.83172,24232.12941,20683.72473,10448.9147,17228.31163,80611.55741,4.718749,0.618707319,0.618707319,5990,24209.53669,2.326704502,1899.142817
FIN,1976,10982.0002,5982,3714,4874,5324,20615,43497.50625,22609.31841,22193.71295,11953.10635,16981.04112,81029.0731,4.734437,0.649948226,0.649948226,6095,22588.23992,2.306173325,1896.128817
FIN,1977,12156.0009,6311,4193,6096,5798,22627,43334.42076,22023.13242,23210.09276,13870.95228,16687.07328,81316.30751,4.746932,0.677699234,0.677699234,6554,22002.59803,2.263929844,1887.836818
FIN,1978,13483.0019,6171,4541,6995,6218,25065,44546.2362,20575.14587,23891.14887,14948.95648,16028.03921,83871.67475,4.758252,0.692485756,0.692485756,6489,20555.96574,2.241696596,1893.255818
FIN,1979,15338.0011,8078,5138,8616,8312,29070,47200.06226,21532.58539,24822.1349,16391.51877,18984.67689,89894.38473,4.771345,0.655148036,0.655148036,7343,21512.50959,2.291195631,1869.14282
FIN,1980,17457,10517,5971,10374,10812,33682,48467.62271,23952.40533,25938.4866,17719.17803,20608.38583,94993.83215,4.788243,0.627354981,0.627354981,9195,23930.07196,2.358890057,1849.188822
FIN,1981,19713,10810,6996,11910,11538,38094,49106.56221,24582.8128,27102.74015,18748.087,19663.87568,96222.79367,4.809813,0.72577295,0.72577295,10325,24559.89279,2.389091969,1854.794061
FIN,1982,22581,12273,7914,12359,12285,42831,51679.86986,26094.55677,27799.41845,18397.10825,20097.92684,99193.62951,4.8351,0.810735884,0.810735884,11735,26070.22821,2.415079355,1840.273745
FIN,1983,25103,13559,8993,13707,13712,47790,53290.12678,27158.94915,28699.16131,19193.07801,20924.64099,102290.6353,4.862178,0.936820766,0.936820766,13272,27133.6268,2.42318511,1822.644628
FIN,1984,27677,14556,10149,15763,14495,53498,55015.98577,26989.2624,29631.19106,20446.57055,21116.72572,105577.4282,4.888204,1.010809438,1.010809438,14071,26964.1001,2.437999964,1813.701331
FIN,1985,30320,15694,11498,16302,15912,58285,57263.12017,28334.40546,30903.74634,20576.09874,22459.20598,109311.49,4.91122,1.042411249,1.042411249,15523,28307.99093,2.443394899,1813.302169
FIN,1986,32693,16335,12518,16079,15257,62740,59544.31541,28876.37144,32175.26268,21103.61116,23251.95719,112291.5575,4.930341,0.852632057,0.852632057,16383,28849.4515,2.437304258,1792.587108
FIN,1987,35304,18149,13783,16928,16577,67751,62336.4527,30515.63683,33570.69977,21805.56716,25296.98468,116288.2319,4.946373,0.739280963,0.739280963,18226,30487.18622,2.451858997,1798.126483
FIN,1988,38962,22328,15076,18341,18607,76754,65800.56065,33813.70778,34384.00894,22575.42147,28046.67768,122347.8592,4.961087,0.703502065,0.703502065,21614,33782.18274,2.476515293,1806.179889
FIN,1989,43158,27483,16714,19775,21345,85929,68830.11118,37781.26517,35489.94856,22956.69196,30568.20546,128571.642,4.977115,0.721730693,0.721730693,26244,37746.04032,2.50007081,1802.142255
FIN,1990,45517,27411,19025,20144,21553,91010,68625.7375,36426.86672,37099.90785,23279.46665,30453.59145,129441.5468,4.996222,0.643067378,0.643067378,26993,36392.90318,2.485370398,1769.119129
FIN,1991,46199,20934,20823,18483,19308,86962,66467.37378,30265.73737,37743.47769,21442.05495,26397.4995,121785.7097,5.019125,0.680148471,0.680148471,22483,30237.51766,2.343313932,1747.436774
FIN,1992,45778,17863,20614,21657,20939,84852,63657.68786,26103.81126,36521.94356,23667.00494,26582.15563,117736.7187,5.044925,0.753387725,0.753387725,18841,26079.47417,2.177265406,1752.757353
FIN,1993,46163,15926,20009,26896,22956,85748,61973.10922,22838.64873,35132.75647,27611.33114,26942.98159,116871.9314,5.071789,0.960738491,0.960738491,16411,22817.35746,2.048257351,1755.339426
FIN,1994,47678,17930,20363,30887,25766,90768,63604.01313,23029.93262,35188.99295,31280.93483,30395.22332,121475.8958,5.097097,0.878531736,0.878531736,16924,23008.46189,2.021174908,1774.842643
FIN,1995,50208,20049,21620,35246,27898,98556,66766.71649,26684.85635,36252.23188,34016.68679,32883.8504,126588.6926,5.119005,0.734420612,0.734420612,19056,26004.47233,2.058108807,1776.051811
FIN,1996,52590,20660,22666,37076,30015,102060,69273.96317,27489.06223,36996.81363,35977.35905,35262.10965,131220.3598,5.136979,0.77257965,0.77257965,20988,28591.56187,2.088042498,1774.891983
FIN,1997,55459,24104,23660,41860,33734,110738,71642.89463,31424.74091,38233.9619,41024.75582,39451.91978,139424.0055,5.151746,0.873136688,0.873136688,23728,31689.29124,2.159492731,1764.724994
FIN,1998,59088,27725,24836,45104,35574,120382,75053.33467,35494.10922,39007.70107,44665.11242,42793.78818,146992.655,5.164242,0.898807351,0.898807351,26820,35063.39747,2.199175358,1754.397157
FIN,1999,61964,28433,25766,47726,36343,126923,77601.86787,35686.41977,39672.09509,49728.18502,44628.69119,153525.2075,5.175926,0.938627276,0.938627276,28546,36639.4882,2.253850937,1757.257814
FIN,2000,65139,32558,26987,57348,44840,136261,79123.3497,39538.79743,40175.07684,57736.9667,51261.49074,162176.1135,5.187954,1.085400833,1.085400833,31524,38912.18172,2.303514719,1742.070226
FIN,2001,68771,33517,28880,57360,44130,144437,81398.35312,39466.8089,41084.19817,58500.54901,51970.40816,166361.5474,5.200479,1.11751,1.11751,33146,39587.21212,2.337204456,1722.593927
FIN,2002,71741,32740,30692,57960,44790,148289,83543.29409,38662.6026,42088.07945,60647.15832,54201.15289,169156.9544,5.213373,1.062551667,1.062551667,32135,38414.90283,2.362689257,1713.776571
FIN,2003,75526,33725,32081,56484,46640,151569,87095.14625,39676.60024,42634.79726,59912.82122,56427.65157,172529.917,5.227103,0.886034167,0.886034167,33118,39487.5489,2.366578817,1705.279214
FIN,2004,78511,36305,33704,61155,51350,158477,90250.62201,41879.4278,43254.41401,65099.14983,61012.24484,179303.5493,5.242185,0.805365,0.805365,35399,41321.52741,2.379961967,1707.322211
FIN,2005,81876,40516,35340,66175,59791,164387,93166.62565,45249.48507,44093.7619,69590.83875,67836.07636,184288.1012,5.258927,0.80412,0.80412,37815,42670.55519,2.4164958,1697.087862
FIN,2006,86330,41465,36944,74519,67340,172614,96958.98219,45135.33494,44587.37076,76639.64376,72373.97503,191761.3475,5.27757,0.797140833,0.797140833,39400,43213.04281,2.459867716,1692.903121
FIN,2007,91052,47579,38935,82091,73102,186584,100353.9371,49683.93774,45167.41452,83587.13414,77729.03493,201703.7996,5.298014,0.7306375,0.7306375,45169,47513.89986,2.511305571,1691.491484
FIN,2008,96100,48624,41987,87321,80262,193711,102479.2627,48792.31781,45887.00317,89091.01392,83889.58664,203157.4135,5.319902,0.682674711,0.682674711,47312,47642.33144,2.565836191,1684.512428
FIN,2009,95212,38428,43840,65661,62021,181029,99703.63957,38770.58269,46603.46932,71193.21947,69751.62756,186358.2417,5.342646,0.71984336,0.71984336,41254,41671.88587,2.502768517,1660.655738
FIN,2010,99553,40479,44700,72366,69998,187100,102760.0309,41628.4995,46549.31612,75591.93685,74285.28197,191934.7204,5.365782,0.755044952,0.755044952,40999,42123.95653,2.484925508,1667.767131
FIN,2011,105771,46282,46491,77093,78768,196869,105771,46282,46491,77093,78768,196869,5.389242,0.719355254,0.719355254,43848,43848,2.515952826,1662.452793
FIN,2012,109108,45007,48682,78881,81764,199793,106127.1047,43330.49781,46723.22028,78048.78191,80053.16418,194061.2739,5.41298,0.778293601,0.778293601,44679,42997.28129,2.537135601,1650.260088
FIN,2013,111277,43550,50311,78924,80724,203338,105646.0983,41225.36834,47240.7855,78921.00822,80420.36514,192590.2327,5.436616,0.753159182,0.753159182,43152,40874.59078,2.518508196,1639.585649
FIN,2014,113635,43039,50711,76482,78393,205474,106451.2183,40493.15111,47004.3939,76770.22439,79380.3421,191373.5859,5.459717,0.753730737,0.753730737,42296,39815.3038,2.50667572,1636.331007
FIN,2015,115916,43853,51141,76493,77482,209604,108285.4618,41102.98894,47104.36744,77483.67166,81941.12829,191632.0947,5.481966,0.901658962,0.901658962,42781,40100.92906,2.505212784,1637.195
FIN,2016,119005,47655,51562,77814,79785,216111,110405.6326,44204.63757,47945.79558,80544.28008,86505.56076,196379.6683,5.503132,0.904035128,0.904035128,46913,43509.97121,2.513976574,1634.759401
FIN,2017,121874,50647,51233,86250,85446,223843,111853.8336,46178.13087,47698.98751,86569.40536,89539.67766,201873.0633,5.523231,0.887397421,0.887397421,49646,45262.78335,2.526444435,1659.280632
FJI,1960,52.37373769,23.59542408,11.1345401,34.91657306,34.36467244,87.03822175,736.3846141,320.8551314,137.9869676,549.4115175,341.141642,1311.005937,0.392992389,0.792858011,0.792858011,,,,
FJI,1961,60.10790261,24.53387802,12.76896817,29.26830394,36.58486063,88.60160496,856.9914512,339.1896944,157.3772944,451.7976282,370.0303564,1351.477826,0.406990717,0.792858011,0.792858011,,,,
FJI,1962,61.20077435,20.51193029,12.87111998,35.73814049,36.58486063,91.45031263,857.5827807,284.1859724,155.5735279,563.2801403,370.0303564,1402.154044,0.421487605,0.792858011,0.792858011,,,,
FJI,1963,57.75402932,23.59542408,14.30124442,53.91529713,48.26498729,100.0213163,862.4153881,335.954222,215.0973219,703.0333819,502.1536767,1494.274666,0.436060419,0.792858011,0.792858011,,,,
FJI,1964,57.24962698,29.6283441,14.8120035,63.87678687,53.76719502,111.9637466,879.2378857,399.0467219,246.2120251,700.366334,529.3430681,1568.486451,0.450239574,0.792858011,0.792858011,,,,
FJI,1965,73.30642193,30.96899755,16.03782431,55.55842826,61.10347077,112.9345422,878.3733941,413.6065333,173.1601031,814.5159401,600.2903395,1525.141408,0.463025002,0.792858011,0.792858011,,,,
FJI,1966,70.02780672,32.97997142,17.57010057,53.40181982,55.40820479,117.771833,846.4002953,417.3813339,187.5901156,747.3063162,532.741725,1526.789142,0.473571471,0.792858011,0.792858011,,,,
FJI,1967,75.40809405,34.99094528,18.8980732,59.87165637,59.65552291,128.6159231,888.1429565,437.3336326,196.6088631,928.6655456,557.3821225,1734.687052,0.484561534,0.805854029,0.805854029,,,,
FJI,1968,79.94771512,50.67654145,19.81743856,70.96280368,72.97665568,150.2464351,863.274958,628.2289414,199.7654337,1051.883024,661.4663979,1877.538591,0.494552483,0.870834,0.870834,,,,
FJI,1969,87.7659471,53.22377291,22.5755366,81.02698889,82.82272164,163.1787625,951.6451266,603.4233712,219.1557754,1082.287348,725.1915323,1922.612177,0.505542516,0.870834,0.870834,,,,
FJI,1970,108.194229,56.977595,27.376669,95.301703,95.564676,192.28552,1112.842968,605.0411222,255.2307835,1194.836768,784.6683024,2164.477483,0.520529,0.870834,0.870834,45.234283,463.7531685,,
FJI,1971,119.797715,70.228198,31.432472,108.623446,117.76657,212.315261,1240.869201,689.0745859,275.6492513,1315.832822,915.4463095,2305.360558,0.531601,0.858823231,0.858823231,59.450773,559.7021019,,
FJI,1972,155.412425,83.478802,38.530127,122.969939,139.003164,261.388128,1339.350864,773.1081198,306.2769402,1421.704427,1020.068787,2484.666406,0.542814,0.825183712,0.825183712,68.497629,623.6680509,,
FJI,1973,230.520096,100.704586,42.58593,156.786672,192.094651,338.502634,1703.733202,840.3349052,306.2769379,1588.074104,1177.002477,2766.432663,0.554107,0.794223825,0.794223825,85.298934,687.6340144,,
FJI,1974,293.314521,112.630129,54.753338,226.469638,236.498439,450.669187,1792.366554,756.3014036,326.6954001,1512.451517,1185.720941,2843.278026,0.565388,0.805603828,0.805603828,95.638199,607.6766021,,
FJI,1975,329.703105,153.707,67.934697,247.989377,236.498439,562.83574,1821.911106,823.5281752,357.3230954,1376.330936,1159.565363,2907.315932,0.576595,0.821883064,0.821883064,133.118034,671.6425515,,
FJI,1976,374.847286,178.883146,86.18581,240.816131,255.804434,624.927939,1861.303714,823.5282019,428.7877203,1315.832831,1185.720976,2958.546065,0.58752,0.897715403,0.897715403,155.088972,671.6425008,,
FJI,1977,354.95924,202.734233,103.422972,297.177353,297.312324,660.981474,1940.089001,823.5282054,459.4154146,1542.700625,1307.780532,3112.236627,0.598259,0.917440332,0.917440332,166.720645,671.6425456,,
FJI,1978,362.727679,235.860741,116.604331,306.400098,318.548918,703.043931,2019.562605,888.1187036,468.4235593,1532.061308,1307.780496,3173.538497,0.609345,0.846770749,0.846770749,193.861215,723.7078153,,
FJI,1979,388.173773,340.540508,146.008902,395.553304,417.009493,853.266994,2127.085639,1184.158182,558.5050296,1835.281708,1524.328624,3560.210115,0.621538,0.835743249,0.835743249,254.604395,874.697242,,
FJI,1980,415.991806,414.743888,159.190261,488.805508,493.268174,985.463289,1977.488391,1286.426437,554.0009633,1814.003208,1481.868132,3498.908734,0.635255,0.817964666,0.817964666,323.102024,994.4474509,0.205922052,
FJI,1981,522.220422,479.671844,175.413472,465.23627,584.97165,1057.570358,2047.612161,1367.164378,535.9846558,1776.765378,1566.789034,3725.253123,0.650955,0.854626582,0.854626582,361.874267,1030.893168,0.210863307,
FJI,1982,571.073237,377.642198,206.845944,492.904506,533.810763,1114.655122,1991.513283,1006.534471,594.5376093,1814.00321,1392.701323,3640.374196,0.668198,0.932448666,0.932448666,339.90333,900.7298684,0.219153091,
FJI,1983,619.364755,319.339543,235.236564,510.325247,540.567862,1143.698247,2066.311752,823.5281761,612.5539008,1760.806461,1507.344368,3536.632574,0.685391,1.017020332,1.017020332,308.885535,791.3927778,0.226764426,
FJI,1984,690.193202,319.339543,248.417923,559.513223,540.567862,1276.896029,2075.661614,785.8504389,671.1068564,1952.314202,1430.915691,3828.994423,0.700366,1.082596666,1.082596666,281.744965,682.0555755,0.231624156,
FJI,1985,699.959126,332.590146,255.515578,598.453704,568.561554,1317.957,2159.810015,780.4678733,675.6109063,2122.543195,1456.391933,3678.097989,0.711661,1.153554166,1.153554166,308.885535,718.50128,0.237436906,
FJI,1986,773.88874,352.466051,270.724839,624.072441,556.977957,1464.174114,2094.361289,801.9980475,675.6108972,1989.551753,1566.788991,3928.020103,0.718548,1.132865833,1.132865833,277.867741,635.1967942,0.239227757,
FJI,1987,798.552699,310.06412,272.75274,680.433663,594.624648,1467.178575,2178.509632,565.1664206,747.6760496,1856.560342,1426.669587,3673.382654,0.721725,1.243858333,1.243858333,297.253863,536.2727173,0.242465675,
FJI,1988,923.973392,270.31231,266.669036,916.126046,786.719298,1590.361486,2257.983141,532.8711696,734.1638473,2202.338048,1855.519755,3739.399493,0.722917,1.430258333,1.430258333,246.849947,484.2073925,0.245642349,
FJI,1989,1137.850998,312.714241,309.254965,1126.199692,1022.252438,1863.767459,2585.22706,710.4948886,702.6353235,2558.75499,2322.584126,4234.528139,0.724624,1.483333333,1.483333333,272.698109,619.5771959,0.249268219,
FJI,1990,1170.42837,480.996905,350.826944,1264.540874,1283.848671,1982.944422,2708.169515,1112.943934,811.7530805,2925.929629,2970.604543,4588.191616,0.728628,1.480908333,1.480908333,423.909856,980.8543425,0.253588378,
FJI,1991,1250.540376,426.669431,361.980402,1198.956906,1193.110494,2045.036621,2730.708452,931.6850889,790.4286516,2618.069612,2605.303253,4465.588551,0.735473,1.4755575,1.4755575,379.967981,829.7067389,0.258000016,
FJI,1992,1492.632196,389.567741,420.789543,1224.575644,1220.138887,2307.426237,3001.572182,783.3917139,846.1764324,2462.530419,2453.608431,4640.062316,0.744531,1.502990833,1.502990833,341.195738,686.1192184,0.263000011,
FJI,1993,1613.529346,533.999318,473.51498,1353.69408,1446.984329,2527.753395,3013.040563,997.1690998,884.2230513,2527.834515,2702.041018,4720.226211,0.755026,1.541775,1.541775,471.728956,880.8879011,0.266000003,
FJI,1994,1745.39586,477.021724,443.096459,1545.322235,1533.861307,2676.97497,3234.559383,884.014411,821.1442697,2863.783884,2842.544546,4960.957399,0.765667,1.464125,1.464125,413.570591,766.4270703,0.270999998,
FJI,1995,1851.90507,503.522931,452.222015,1569.916223,1574.403897,2803.162342,3359.385183,913.3985869,820.3379112,2847.85294,2855.993652,5084.98097,0.775498,1.406333333,1.406333333,452.342834,820.5570788,0.27700001,
FJI,1996,1921.875639,446.214071,480.699835,1815.241251,1697.286555,2966.744241,3452.198748,801.5189046,863.4644899,3260.655084,3048.777143,5329.060083,0.784476,1.4033,1.4033,383.522103,688.9074906,0.279752493,
FJI,1997,1980.843318,466.62,514.598235,1808.78533,1705.395073,3065.451809,3367.79079,793.3381324,874.9097824,3075.261188,2899.47911,5211.820782,0.79286,1.443675,1.443675,403.42648,685.8977545,0.280000001,
FJI,1998,1945.760463,691.97625,580.442497,1961.723276,1841.673126,3338.22936,3077.316437,1094.394674,917.998526,3102.562416,2912.697164,5279.574889,0.800315,1.986816667,1.986816667,623.242191,985.6883596,0.280000001,
FJI,1999,2504.819111,725.116875,615.8971,2288.18697,2255.305809,3878.714247,3709.508904,1073.86098,912.1120829,3388.687791,3339.992474,5744.177283,0.806494,1.969625,1.969625,655.56803,970.8626998,0.280000001,
FJI,2000,2320.431655,820.561875,626.026986,2130.347166,2262.023741,3635.343941,3604.164522,1274.521485,972.3640204,3308.919554,3513.443587,5646.525995,0.811223,2.128625,2.128625,712.849418,1107.219244,0.280000001,
FJI,2001,2533.755888,808.63125,666.546532,2161.334411,2340.227895,3830.040186,3810.157741,1215.986367,1002.32522,3250.125664,3519.138316,5759.456676,0.814218,2.276633333,2.276633333,747.502719,1124.0638,0.282999992,
FJI,2002,2595.558377,839.120625,690.85826,2227.143442,2270.143826,4082.536878,3778.869389,1221.674408,1005.819462,3242.49466,3305.098852,5943.759067,0.815691,2.186691667,2.186691667,787.845367,1147.02284,0.284999996,
FJI,2003,2938.390496,878.889375,740.494704,2538.466797,2651.691164,4444.550208,3968.846283,1187.104584,1000.176681,3428.674482,3581.605179,6003.19685,0.816628,1.8956,1.8956,824.696824,1113.907402,0.301950008,
FJI,2004,3555.112651,855.028125,781.01425,2526.237717,2932.124107,4785.268636,4696.323637,1129.496921,1031.72418,3337.174112,3873.352296,6321.366553,0.818354,1.73295,1.73295,793.793321,1048.605404,0.310300022,
FJI,2005,3878.9,1060.5,803.3,2725,3209.1,5039.793414,4899.325149,1339.486535,1014.624737,3441.867806,4053.320358,6365.61567,0.821817,1.690966667,1.690966667,989.3,1249.555897,0.3131845,
FJI,2006,4064.8,993.2,989.1,2667.2,3619.7,5325.276047,4948.905208,1209.223739,1204.231977,3247.323355,4406.994731,6483.538271,0.827411,1.731183333,1.731183333,912.3,1110.727766,0.298999995,
FJI,2007,3951.1,849.3,934.5,2644,3361.3,5439.669088,4666.929703,1003.169598,1103.805474,3123.019447,3970.274306,6425.186212,0.834812,1.610283333,1.610283333,726.9,858.5941134,0.296487004,
FJI,2008,4362.7,1315.2,877.4,3207.5,4147.9,5614.558449,5042.510441,1520.138843,1014.11939,3707.30333,4794.239589,6489.437642,0.84334,1.593708333,1.593708333,1171.3,1353.815866,0.300000012,
FJI,2009,4237.3,1067.7,949.6,2775.4,3336.6,5613.658504,4829.778718,1216.99071,1082.377427,3163.469156,3803.138714,6398.58598,0.851967,1.955708333,1.955708333,909.3,1036.442496,0.308999985,
FJI,2010,4357.5,1128.9,902.3,3460.1,3843.2,6024.133533,4767.207154,1235.043065,987.1373528,3785.430516,4204.550897,6590.54331,0.85995,1.918308333,1.918308333,956.9,1046.871033,0.316000015,
FJI,2011,4575.8,1421.2,1172.4,4012.4,4412.9,6768.488252,4575.8,1421.2,1172.4,4012.4,4412.9,6768.488252,0.867086,1.793194258,1.793194258,1223.5,1223.5,0.32100001,
FJI,2012,4768.1,1228,1331.5,4344.7,4562.5,7109.505256,4603.456588,1185.596923,1285.523048,4194.676671,4404.955995,6864.012669,0.873596,1.789893922,1.789893922,1061.2,1024.556559,0.326999992,
FJI,2013,5095.4,2132.1,1461.2,4387.7,5360.5,7715.729742,4747.533141,1986.5399,1361.442757,4088.148361,4994.534561,7188.970965,0.879715,1.841387986,1.841387986,2004,1867.185386,0.337000012,
