countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ABW,1970,189.963191,114.018766,69.651261,267.990905,325.313738,316.167742,257.3954095,147.1195107,80.13180988,467.8018933,472.7342598,440.5877982,0.059063,1.79,1.79,108.291892,147.1195189,,
ABW,1971,200.090287,120.097216,73.36441,282.276689,342.656291,333.022062,280.7887146,160.4904627,87.41455119,510.3179021,515.6985889,480.6305083,0.05944,1.79,1.79,114.065055,160.4904502,,
ABW,1972,210.755701,126.498761,77.274987,297.3251,360.921441,350.774853,306.3082082,175.0765368,95.35919984,556.6980628,562.5677956,524.31249,0.05984,1.79,1.79,120.145037,175.0765368,,
ABW,1973,221.991177,133.24241,81.394538,313.174406,380.161823,369.474014,334.1469237,190.9884144,104.0259839,607.2934998,613.6966889,571.9645524,0.060243,1.79,1.79,126.549975,190.9884092,,
ABW,1974,233.827536,140.346876,85.734332,329.86777,400.430937,389.169992,364.5156555,208.3463902,113.4801976,662.4871342,669.4721618,623.9474612,0.060528,1.79,1.79,133.297688,208.3463897,,
ABW,1975,246.285763,147.824451,90.30244,347.457154,421.768952,409.915927,397.6449431,227.2815391,123.7939099,722.6972373,730.3172476,680.6547757,0.060657,1.79,1.79,140.399482,227.2815586,,
ABW,1976,259.42084,155.70806,95.118329,365.974078,444.258715,431.767789,433.7845903,247.9386207,135.0453139,788.3795098,796.6922875,742.5159346,0.060586,1.79,1.79,147.887256,247.9386239,,
ABW,1977,273.259629,164.014998,100.192056,385.479025,467.955967,454.784533,473.2083118,270.4723454,147.3176395,860.0305268,869.0978834,809.9992891,0.060366,1.79,1.79,155.777338,270.4723605,,
ABW,1978,287.7864,172.733608,105.519719,406.055481,492.850897,479.028257,516.2181121,295.0521614,160.7077458,938.1954993,948.0882053,883.6159007,0.060103,1.79,1.79,164.056775,295.0521645,,
ABW,1979,303.180679,181.972411,111.162522,427.658911,519.18245,504.56437,563.1318995,321.8726877,175.3154783,1023.462996,1034.25518,963.9231258,0.05998,1.79,1.79,172.832924,321.8727068,,
ABW,1980,319.364991,191.690665,117.095585,450.455643,546.905243,531.461766,614.3092253,351.1228154,191.2407789,1116.476193,1128.243979,1051.529157,0.060096,1.79,1.79,182.064326,351.1228539,,
ABW,1981,336.166625,201.770021,123.263531,474.612577,575.767589,559.793013,670.1559602,383.0245115,208.6330187,1217.956169,1230.803414,1147.097132,0.060567,1.79,1.79,191.630126,383.024509,,
ABW,1982,354.482832,212.760789,129.966858,499.613246,606.922625,589.634546,731.0394419,417.8689241,227.599153,1328.644206,1342.655975,1251.350883,0.061345,1.79,1.79,202.079995,417.8689642,,
ABW,1983,373.288535,224.071792,136.863263,526.399602,639.27588,621.066876,797.4761867,455.8100158,248.2338839,1449.376965,1464.633609,1365.079654,0.062201,1.79,1.79,212.823693,455.8100083,,
ABW,1984,392.062502,235.300266,143.785774,555.137587,671.818442,654.174805,870.0461544,497.1976093,270.8886577,1581.168711,1597.885624,1489.144637,0.062836,1.79,1.79,223.449391,497.1975975,,
ABW,1985,415.636615,249.455614,152.343513,582.796733,710.869954,689.047657,948.9334053,542.6010636,295.4836658,1724.804569,1742.982119,1624.485213,0.063026,1.79,1.79,236.972764,542.6010993,,
ABW,1986,435.905984,261.742305,159.82678,615.687242,747.056232,725.779517,1035.257799,591.5823076,322.0564847,1881.478763,1901.173272,1772.12616,0.062644,1.79,1.79,248.605014,591.5822842,,
ABW,1987,518.590417,311.073218,190.346168,743.379836,890.200491,872.808399,1202.232962,686.6528712,374.5866763,2184.446341,2207.843902,2057.056284,0.061833,1.79,1.79,295.24898,686.6528879,,
ABW,1988,656.409092,393.994581,240.188144,893.984438,1116.460552,1067.598257,1424.860715,816.1908011,443.8314685,2591.083993,2618.12986,2440.669492,0.061079,1.79,1.79,374.652822,816.1907302,,
ABW,1989,737.798427,443.643046,270.795538,1065.181177,1272.289538,1244.59481,1599.136958,912.0459423,496.0491631,2905.20315,2934.991814,2736.71879,0.061032,1.79,1.79,421.171282,912.0459042,,
ABW,1990,787.041296,470.591734,289.844473,1180.076614,1357.865235,1369.14794,1664.983969,949.5219142,521.1999269,3023.21409,3057.800988,2845.131331,0.062149,1.79,1.79,445.648319,949.5218326,,
ABW,1991,1056.723533,635.341181,383.515286,1240.137899,1753.606023,1561.128328,1787.310419,1032.822525,556.275136,3258.224899,3289.563286,3071.685539,0.064622,1.79,1.79,607.119821,1032.822519,0.029219,
ABW,1992,903.578904,546.74376,335.185316,1563.378025,1632.787954,1715.649128,1905.591944,1072.672306,583.7451743,3451.9788,3485.463505,3252.37294,0.068235,1.79,1.79,516.083887,1072.67235,0.031226246,
ABW,1993,1009.887909,592.179626,376.184254,1706.07662,1745.225588,1938.533677,2051.586183,1169.707042,659.5831729,3719.255558,3774.99803,3490.046054,0.072504,1.79,1.79,555.916722,1169.707163,0.03357685,
ABW,1994,1158,709,400,1915,1799,2381,2159.52123,1298.132186,660.1858684,3984.589242,4000.977978,3776.366066,0.0767,1.79,1.79,697,1298.132267,0.035939999,
ABW,1995,1193,736,472,2006,2044,2364,2315.006641,1202.070361,676.030307,4116.080516,4157.016185,3871.030766,0.080324,1.79,1.79,669,1202.07042,0.038095742,
ABW,1996,1321,703,498,2140,2191,2470,2326.581611,1376.370634,852.4741967,4227.214544,4356.553299,3919.228505,0.0832,1.79,1.79,648,1376.37066,0.039933756,
ABW,1997,1367,830,647,2263,2365,2742,2505.72849,1538.782346,846.506903,4354.031342,4509.032567,4225.493598,0.085451,1.79,1.79,774,1538.782284,0.041501001,
ABW,1998,1500,945,655,2374,2493,2981,2615.980503,1515.700585,851.5858986,4419.341367,4612.739923,4507.1913,0.087277,1.79,1.79,852,1515.70067,0.041681252,
ABW,1999,1602.36,952.21,673.96,2465.48,2610.2,3083.81,2610.748641,1251.968739,888.2041265,4264.664618,4013.08372,4559.225676,0.089005,1.79,1.79,899.12,1251.968697,0.041785933,
ABW,2000,1656.19,854.94,718.3,2494.52,2370.47,3353.48,2610.748597,1135.535663,950.3784419,4132.460065,3876.639202,4765.031665,0.090853,1.79,1.79,806.41,1071.07787,0.041917998,
ABW,2001,1712.129817,814.69,843.3,2422.8557,2355.7,3437.275517,2623.802371,1051.505929,1084.381784,3901.042528,3744.833382,4623.678436,0.092898,1.79,1.79,767.61,1051.505925,0.04350448,
ABW,2002,1820.499896,935.16456,874.07,2256.1851,2411.36,3474.559556,2699.892499,1168.223159,1087.634942,3518.740049,3711.129651,4471.63976,0.094992,1.79,1.79,881.75,1168.223149,0.045142554,
ABW,2003,1947.260479,1056.77,894.42,2283.2694,2563.58,3618.136997,2786.289286,1273.363295,1073.495674,3434.290193,3803.90778,4561.157917,0.097017,1.79,1.79,980.01,1273.363249,0.046776343,
ABW,2004,2055.84,1148.34,923.74,2595.81,2735.11,3988.61,2850.373687,1328.117925,1083.157156,3777.71954,3891.39789,4922.072184,0.098737,1.79,1.79,1073.34,1328.117895,0.048289001,
ABW,2005,2198.56,1400.84,964.69,2860.16,3251.76,4172.5,2970.089441,1552.56964,1054.995015,4038.382106,4459.541868,4981.750744,0.100031,1.79,1.79,1338.58,1552.569692,0.049614172,
ABW,2006,2363,1526,983,2858,3390,4340,3026.521185,1641.06614,1079.259976,3864.731515,4455.082378,5034.324899,0.100832,1.79,1.79,1526,1641.06614,0.050709322,
ABW,2007,2643,1522,1014,3097,3595,4681,3144.595401,1684.8092,1131.782751,3755.790588,4513.787899,5136.631101,0.10122,1.79,1.79,1522,1684.8092,0.051605001,
ABW,2008,2716,1634,1080,3327,3842,4914,3122.02237,1715.852591,1153.808548,3946.884075,4627.937331,5143.735647,0.101353,1.79,1.79,1634,1715.852591,0.050254069,
ABW,2009,2542,1355,1135,2853,3412,4473,2944.911019,1749.718042,1152.114207,4012.962877,4549.663089,4561.157777,0.101453,1.79,1.79,1355,1749.718042,0.048883516,
ABW,2010,2587,1238,1162,2612,3319,4279,2814.681973,1460.450148,1213.108469,3446.826325,4202.323423,4407.698299,0.101669,1.79,1.79,1238,1460.450148,0.047564432,
ABW,2011,2806,1301,1186,3095,3824,4564,2806,1301,1186,3095,3824,4564,0.102053,1.79,1.79,1301,1301,0.048763458,
ABW,2012,2833,1209,1275,2960,3740,4537,2806.000061,1300.999995,1185.999902,3095.000189,3823.99996,4501.4791,0.102577,1.79,1.79,1209,1300.999995,0.049013838,
ABW,2013,2876,1109,1281,3169,3814,4621,2918.240099,1194.318075,1208.533852,3280.699972,3839.29619,4690.461948,0.103187,1.79,1.79,1109,1194.318075,0.049305312,
ABW,2014,2902,1087,1223,3313,3783,4743,2932.831305,1159.682845,1110.642696,3382.401543,3781.706613,4730.24764,0.103795,1.79,1.79,1087,1159.682845,0.049595829,
ABW,2015,2789,1035,1284,3354,3644,4818,2803.786831,1100.538985,1172.838668,3379.019163,3675.819077,4708.933884,0.104341,1.79,1.79,1035,1100.538985,0.049856722,
ABW,2016,2655,1043,1268,3309,3536,4738,2694.438967,1092.83517,1135.307857,3389.156344,3547.165276,4698.987451,0.104822,1.79,1.79,1043,1092.83517,0.050086554,
ABW,2017,2670,1038,1340,3423,3637,4834,2723.484773,1074.652102,1158.540635,3447.303412,3577.911164,4761.5075,0.105264,1.79,1.79,1038,1074.652102,0.050297756,
AFG,1970,70.967106,4.29985,5.130138,7.699731,9.399672,78.697146,243373.2102,53525.50253,15220.78835,3426.413986,8720.163648,549838.8307,11.126123,0.044998427,0.044998427,4.29985,53525.50253,,
AFG,1971,76.655665,4.499842,5.541358,8.999685,13.299535,82.397024,232714.8142,57093.86874,15621.33632,4425.784796,12722.86291,548322.8826,11.417825,0.044998427,0.044998427,4.499842,57093.86874,,
AFG,1972,64.812356,4.699836,4.685217,10.599629,12.999545,71.797487,225905.0941,49957.13742,16422.43061,5282.388384,12294.0035,458391.2286,11.72194,0.044998427,0.044998427,4.699836,49957.13742,,
AFG,1973,68.729071,5.6998,4.968352,10.099647,11.499598,77.997271,250479.0151,49957.13565,17223.52468,6638.67654,13151.72366,471665.5745,12.027822,0.044998427,0.044998427,5.6998,49957.13565,,
AFG,1974,83.276881,8.499703,6.019998,13.599525,14.399497,96.996607,268539.5714,64230.59852,17624.07206,9137.103623,19298.72472,497385.5729,12.321541,0.044998427,0.044998427,8.499703,64230.59852,,
AFG,1975,91.203574,10.399636,6.593011,13.499528,15.199469,106.496275,271500.6133,74222.03419,24433.37225,9636.789191,21728.93306,528249.5941,12.590286,0.044998427,0.044998427,10.399636,74222.03419,,
AFG,1976,94.37425,15.699451,6.822215,15.199469,17.099403,114.995981,272980.3896,110619.3765,25635.01471,12706.2854,26732.30835,557135.1623,12.840299,0.044998427,0.044998427,15.699451,110619.3765,,
AFG,1977,112.465756,16.499423,8.130031,15.499459,19.699312,132.895358,295482.3958,104196.3176,27637.7499,13134.58638,32164.54116,529041.0053,13.067538,0.044998427,0.044998427,16.499423,104196.3176,,
AFG,1978,123.469861,20.59928,8.925508,16.099437,20.59928,148.494814,302884.5495,120610.8044,29640.48749,13919.80653,34451.79813,568214.5702,13.237734,0.044998427,0.044998427,20.59928,120610.8044,,
AFG,1979,134.676438,21.529258,9.735617,19.255816,23.483416,161.713716,295553.0855,112769.311,28923.01388,14894.0272,35135.71781,553573.8969,13.306695,0.043730753,0.043730753,21.529258,112769.311,,
AFG,1980,134.48736,21.21354,9.72195,18.434077,23.15071,160.706221,285949.5181,107656.1999,27983.20946,13814.51545,33559.53259,532997.9105,13.24837,0.044129167,0.044129167,21.21354,107656.1999,3.191640139,
AFG,1981,143.506908,23.171833,10.373969,19.634171,24.556802,172.130086,291009.711,112153.5517,28478.41479,14033.0983,33950.80736,544472.9705,13.053954,0.049479902,0.049479902,23.171833,112153.5517,3.139164448,
AFG,1982,145.200766,23.186447,10.496401,20.175791,25.053199,174.006212,297196.8953,113273.3032,29083.8577,14555.00339,34960.86993,555552.3681,12.749645,0.050599608,0.050599608,23.186447,113273.3032,3.055229187,
AFG,1983,143.629814,22.927297,10.382853,19.7652,24.694888,172.010281,312008.1501,118875.4633,30533.33635,15133.1351,36573.96703,582855.1593,12.389269,0.050599608,0.050599608,22.927297,118875.4633,2.963279724,
AFG,1984,141.877719,22.737329,10.256212,19.549842,24.383868,170.037238,317493.1941,121444.439,31070.15385,15419.48316,37202.01914,593538.8537,12.047115,0.050599606,0.050599606,22.737329,121444.439,2.871139765,
AFG,1985,140.28849,22.426182,10.141256,19.37647,24.145573,168.086829,318426.4853,121495.5855,31161.27035,15501.30195,37365.28945,595121.6621,11.78305,0.050599605,0.050599605,22.426182,121495.5855,2.802965403,
AFG,1986,140.242548,22.4269,10.138031,19.331243,24.117678,168.021049,327974.844,125183.7517,32095.97247,15934.07524,38453.85462,612927.8323,11.601041,0.050599605,0.050599605,22.4269,125183.7517,2.754892826,
AFG,1987,121.934653,19.51088,8.814587,16.816985,20.97075,146.10636,294269.8854,112386.3399,28797.63926,14304.51742,34504.54698,550012.7313,11.502761,0.050599605,0.050599605,19.51088,112386.3399,2.722552299,
AFG,1988,112.517112,17.994589,8.13353,15.522766,19.355472,134.812528,269942.6566,103041.6594,26416.0703,13125.87909,31659.23169,504508.0704,11.540888,0.050599605,0.050599605,17.994589,103041.6594,2.726999283,
AFG,1989,141.145143,22.576394,10.203569,19.464843,24.275953,169.114001,250886.7533,95782.0967,24552.74849,12194.6414,29419.26206,468895.7189,11.777609,0.050599605,0.050599605,22.576394,95782.0967,2.777505398,
AFG,1990,152.941351,24.465031,11.056118,21.094894,26.305868,183.251531,243048.0855,92796.38026,23785.16426,11815.4699,28501.22956,454255.0818,12.249114,0.050599605,0.050599605,24.465031,92796.38026,2.877279758,
AFG,1991,147.064003,22.37044,10.629772,23.371848,34.428287,169.007742,225706.0008,81946.28471,22084.97452,12642.59225,36024.32387,404602.1875,12.993657,0.050599605,0.050599605,22.37044,81946.28471,3.062000036,
AFG,1992,159.233566,23.070518,11.513247,28.387326,46.39119,175.813389,238716.0832,82551.01661,23365.82492,14999.54011,47416.14606,411134.5038,13.981231,0.050599605,0.050599605,23.070518,82551.01661,3.358999968,
AFG,1993,126.899409,17.53705,9.173013,24.892318,43.68411,134.817588,186155.6883,61403.23102,18216.50038,12870.29167,43690.18594,308495.0198,15.095099,0.050599605,0.050599605,17.53705,61403.23102,3.565000057,
AFG,1994,878.111371,115.904521,63.44343,186.804897,345.347073,898.916321,150186.6779,47315.1481,14689.42205,11260.98592,40269.96788,239820.3169,16.172719,0.425099934,0.425099934,115.904521,47315.1481,3.828999996,
AFG,1995,2730.06776,344.65589,197.593763,622.948426,1198.346056,2696.916667,233350.5546,70313.56627,22863.61379,18766.9585,69833.10902,359573.6488,17.099541,0.833333333,0.833333333,344.65589,70313.56627,4.228000164,
AFG,1996,8185.799771,989.29424,591.263458,1985.232854,3940.61062,7810.968827,228847.0455,66012.72493,22376.97922,19561.49367,75108.8972,340623.0271,17.822884,2.5000225,2.5000225,989.29424,66012.72493,4.267000198,
AFG,1997,9805.763285,1135.759758,707.41105,2509.583371,5109.540001,9048.962719,224465.9105,62054.52387,21921.84201,20247.75997,79743.34464,323111.7151,18.381605,3.00003,3.00003,1135.759758,62054.52387,4.377999783,
AFG,1998,9771.705417,1086.508451,710.970346,2625.247973,5458.382788,8736.033093,221182.6614,58699.14627,21785.54458,20943.89291,84234.19356,308446.5362,18.863999,3.000052503,3.000052503,1086.508451,58699.14627,4.478000164,
AFG,1999,146476.3231,15626.04065,10515.70535,41044.44551,86857.48813,126804.7597,217330.3328,55337.54623,21121.63696,21464.14861,87862.56597,293476.5449,19.403676,46.61953108,46.61953108,15626.04065,55337.54623,4.59100008,
AFG,2000,199141.9332,20420.42365,14314.01048,58015.46978,124630.6789,167260.7668,211676.7928,51807.57289,20597.19494,21735.05228,90319.01471,277325.3161,20.093756,47.35757473,47.35757473,20420.42365,51807.57289,4.739999771,
AFG,2001,205387.3794,23382.59487,15323.82347,58011.2257,130129.5625,171975.0019,200279.5933,54421.89535,20228.62333,19937.99047,86513.2464,261585.2016,20.966463,47.50001452,47.50001452,23382.59487,54421.89535,4.956999779,
AFG,2002,225164,22875,15514,60068,121090,202531,307620.2579,74592.48419,28693.00093,28924.47773,112789.3061,431608.7477,21.979923,47.263,47.263,22875,74592.48419,5.419000149,
AFG,2003,304573,28243,21972,97871,211988,240671,378973.9006,83877.46744,37010.39281,42921.67219,179834.2223,467123.2812,23.064851,48.76275358,48.76275358,28243,83877.46744,5.736000061,
AFG,2004,322140,47474,26701,82525,211529,267311,368233.8973,103152.3121,42890.32243,33771.62787,177785.8016,478064.2789,24.118979,47.8453125,47.8453125,47474,103152.3121,5.980000019,
AFG,2005,379330,71475,32882,85319,241260,327745,432440.5823,112055.7305,43489.72793,34831.8703,198328.2399,525399.9833,25.070798,49.4945975,49.4945975,71475,112055.7305,5.155749798,
AFG,2006,410644,91913,40346,93257,261007,375152,448857.064,111927.9024,57402.65131,33263.33457,204628.3999,573532.6806,25.89345,49.92533083,49.92533083,91913,111927.9024,6.487999916,
AFG,2007,566338,97418,53600,87408,286151,518614,498405.4694,118009.8272,69691.05272,31381.74452,212404.8792,729771.0625,26.616792,49.96201777,49.96201777,97418,118009.8272,6.697999954,
AFG,2008,612492,97969,54633,93417,250549,541112,510185.0009,116564.0183,70689.94441,37833.31574,220286.7418,681367.734,27.294031,50.24961474,50.24961474,97969,116564.0183,6.743999958,
AFG,2009,623348,110052,71800,90464,259560,632716,527652.3394,169768.871,87714.34702,46712.54043,274594.3764,798732.9632,28.004331,50.325,50.325,110052,169768.871,7.044000149,
AFG,2010,727204,130424,104639,73164,328043,746859,752199.4585,152636.8362,92049.38302,48017.67942,334487.3155,824580.9328,28.803167,46.452461,46.452461,130424,152636.8362,7.15899992,
AFG,2011,819180,141792,109884,52298,378442,896162,819180,141792,109884,52298,378442,896162,29.708599,46.74700774,46.74700774,141792,141792,7.458000183,
AFG,2012,913230,178414,131176,58664,540537,1086198,1245963.16,155064.7331,115006.8377,39958.16852,514362.9845,994110.9825,30.696958,50.9214,50.9214,178414,155064.7331,7.881000042,
AFG,2013,964147,200176,139494,73277,578020,1196728,1509851.409,149350.4196,114829.1164,25434.91616,561629.156,1058488.874,31.731688,55.3775,55.3775,200176,149350.4196,8.286000252,
AFG,2014,973932,214397,150065,77993,543576,1221127,1448927.167,115962.1897,112863.6805,36473.77025,463358.3439,1090923.971,32.75802,57.2475,57.2475,214397,115962.1897,8.734999657,
AFG,2015,1044076,239843,152266,86704,610686,1260050,1533814.712,124253.5125,114861.4734,27752.01305,495520.9382,1071384.097,33.736494,61.14346154,61.14346154,239843,124253.5125,9.19299984,
AFG,2016,1121093,236173,164515,91983,653902,1373275,1516048.507,127234.944,116156.5058,22998.03099,453013.7987,1109515.638,34.656032,67.86608577,67.86608577,236173,127234.944,9.619000435,
AFG,2017,1210416.228,266558.2237,180149.9178,98943.32988,696733.6129,1486674.223,1519410.339,121803.6523,116615.6855,23178.778,424119.7579,1137253.474,35.530081,67.59833333,67.59833333,266558.2237,121803.6523,9.970999718,
AGO,1970,5.07181E-05,2.66725E-05,3.09509E-05,3.85845E-05,3.59631E-05,0.000108975,1324069.502,804718.9955,752914.4167,690534.0768,964878.1176,2901700.593,6.776381,2.86251E-08,2.86251E-08,2.56376E-05,819709.8418,3.422886133,
AGO,1971,5.25967E-05,2.76275E-05,3.20172E-05,4.00785E-05,3.72864E-05,0.000112974,1403978.767,852267.6962,796360.6739,733393.4883,1022868.49,3075802.666,6.927269,2.81911E-08,2.81911E-08,2.65555E-05,868144.2753,3.456551313,
AGO,1972,5.16489E-05,2.72347E-05,3.15014E-05,3.93767E-05,3.67334E-05,0.000110975,1406325.823,857001.1168,799242.4416,735001.8278,1027906.688,3081954.375,7.094834,2.70528E-08,2.70528E-08,2.6178E-05,872965.7898,3.50241971,
AGO,1973,5.72559E-05,3.02116E-05,3.50219E-05,4.35926E-05,4.08174E-05,0.000122972,1520858.363,927418.0129,866826.0758,793790.1075,1114247.981,3331592.824,7.27796,2.45146E-08,2.45146E-08,2.90394E-05,944694.5599,3.563141346,
AGO,1974,6.62995E-05,3.50985E-05,4.10778E-05,5.06776E-05,4.75285E-05,0.000142968,1561733.55,955472.6901,901629.5093,818344.9054,1150583.233,3434872.04,7.474338,2.54076E-08,2.54076E-08,3.37367E-05,973271.8471,3.733875036,
AGO,1975,4.94624E-05,2.57147E-05,2.97483E-05,3.72813E-05,3.44041E-05,0.000105976,1493224.976,897150.7633,836828.2796,771551.4061,1067401.982,3263128.274,7.682479,2.55522E-08,2.55522E-08,2.4717E-05,913863.49,3.958281279,
AGO,1976,5.45487E-05,2.84822E-05,3.27908E-05,4.1901E-05,3.86247E-05,0.000116973,1414370.767,853463.0006,792235.585,744777.9504,1029226.737,3093445.64,7.900997,2.93836E-08,2.93836E-08,2.73771E-05,869361.8564,4.086774826,
AGO,1977,6.03906E-05,3.24602E-05,3.7191E-05,4.61613E-05,4.36473E-05,0.000129971,1420530.931,882400.2108,815161.4065,744360.5436,1055131.726,3118193.379,8.130988,2.9918E-08,2.9918E-08,3.12007E-05,898838.066,4.111428738,
AGO,1978,6.76344E-05,3.58073E-05,4.19635E-05,5.11479E-05,4.87834E-05,0.000144967,1350748.105,826440.1127,780912.4528,700259.3854,1001257.854,2952929.133,8.376147,2.9918E-08,2.9918E-08,3.44179E-05,841835.4692,4.209529877,
AGO,1979,7.31462E-05,3.93727E-05,4.82828E-05,5.70382E-05,5.39282E-05,0.000160963,1319598.093,820878.1786,811645.1055,705407.1064,999846.4985,2961787.808,8.641521,2.9918E-08,2.9918E-08,3.78451E-05,836169.9429,4.290002823,
AGO,1980,0.000103061,4.88627E-05,5.29816E-05,7.23997E-05,6.11113E-05,0.000213951,1432368.744,784824.9231,686137.7555,689799.8733,872872.0691,3032870.744,8.9299,2.9918E-08,2.9918E-08,4.69668E-05,799445.0626,4.300709724,
AGO,1981,9.29813E-05,4.9604E-05,5.57513E-05,7.81557E-05,7.16864E-05,0.000200242,1455019.745,796731.5293,722006.1393,744640.5037,1023920.188,2899424.261,9.244507,2.9918E-08,2.9918E-08,4.76794E-05,811573.562,4.429433346,
AGO,1982,9.13538E-05,5.62758E-05,6.31291E-05,6.80735E-05,7.28773E-05,0.000200242,1459076.588,903891.8654,817552.1253,648580.7216,1040930.547,2899424.261,9.582156,2.9918E-08,2.9918E-08,5.40922E-05,920730.1504,4.567909718,
AGO,1983,9.93429E-05,4.86774E-05,6.38692E-05,7.11823E-05,7.09413E-05,0.000208678,1571234.274,781848.2724,827137.6467,678200.4016,1013277.133,3021200.228,9.931562,2.9918E-08,2.9918E-08,4.67887E-05,796413.0554,4.658233643,
AGO,1984,8.71125E-05,5.14573E-05,7.79563E-05,8.00768E-05,7.24738E-05,0.000221202,1581921.965,826498.3099,1009571.779,762944.3144,1035167.431,3202472.072,10.277321,2.9918E-08,2.9918E-08,4.94607E-05,841894.8575,4.760062695,
AGO,1985,0.000128009,4.85236E-05,8.44704E-05,8.96702E-05,7.81496E-05,0.000272524,1921989.835,654939.1502,919271.9416,717938.3177,938013.4955,3314558.791,10.609042,2.9918E-08,2.9918E-08,4.66408E-05,667139.7824,4.893955231,
AGO,1986,0.000124978,4.64007E-05,9.15224E-05,5.88089E-05,6.5955E-05,0.000255754,1741769.459,556208.7618,981828.1071,824813.965,775795.6718,3419834.701,10.921037,2.9918E-08,2.9918E-08,4.47395E-05,573574.2218,5.005364895,
AGO,1987,0.000123661,5.41532E-05,9.70803E-05,9.65682E-05,7.69568E-05,0.000294506,1689490.49,638314.6707,1023746.766,1050895.99,873707.8025,3659236.169,11.218268,2.9918E-08,2.9918E-08,5.08242E-05,635707.8339,5.132855892,
AGO,1988,0.000144549,4.61858E-05,0.000104749,0.000104384,8.1915E-05,0.000317953,1685303.241,481296.907,1081895.555,1330040.44,886466.4993,3863160.619,11.513968,2.9918E-08,2.9918E-08,4.62627E-05,519190.7051,5.250641346,
AGO,1989,0.000178299,4.49757E-05,0.000106946,0.000125127,8.53501E-05,0.000369998,1838985.583,447109.5929,1019689.153,1306779.613,876328.8619,3878129.182,11.827237,2.9918E-08,2.9918E-08,4.15964E-05,429508.5785,5.386917591,
AGO,1990,0.00018279,4.77089E-05,0.000116511,0.000159018,9.72926E-05,0.000408735,1787613.063,481656.615,1026447.161,1358167.204,943556.763,3860885.625,12.171441,2.9918E-08,2.9918E-08,4.53313E-05,463180.8647,5.530128002,
AGO,1991,0.00033437,0.000111457,0.000445827,0.000222913,0.000222913,0.000891653,1099963.028,1082978.66,1198509.49,1282721.227,937087.1734,3899160.917,12.553446,5.50983E-08,5.50983E-08,0.000111457,1041436.876,5.660353661,
AGO,1992,0.00269587,0.000179725,0.001976971,0.003235044,0.003414768,0.004672841,904090.0366,1750102.668,1169453.4,1720105.717,1445639.965,3671517.002,12.968345,2.51417E-07,2.51417E-07,0.000179725,1682970.93,5.829226971,
AGO,1993,0.011986889,0.00399563,0.014917018,0.019312211,0.019844961,0.035827481,700438.3507,1364944.28,611468.3088,1365109.63,1138958.001,2790961.689,13.403734,2.66017E-06,2.66017E-06,0.009456324,1312586.757,6.004461288,
AGO,1994,0.225183878,0.136866043,0.330792855,0.704148523,0.625673338,0.824920502,795361.9321,1344651.824,763885.0433,1996590.74,1588464.101,2828342.832,13.841301,0.000059515,0.000059515,0.251785635,1293072.538,6.161880493,
AGO,1995,9.550330251,5.100329392,3.995136239,13.91447313,14.2926136,18.26765541,925960.3893,1679470.066,962571.5746,2233586.181,1882806.334,3252594.487,14.268994,0.00275023,0.00275023,5.100329392,1615047.668,6.308372021,
AGO,1996,210.8068756,387.6522831,369.6661109,924.1094195,775.1928508,1117.153554,874291.7197,2504593.72,416986.0146,2911032.593,2003870.869,3693137.769,14.682284,0.128029167,0.128029167,387.6522831,2408520.436,6.447864532,
AGO,1997,1259.947367,596.361033,501.9645301,1604.037845,1620.200026,2342.344984,1237734.771,1939557.398,1253626.799,2542787.11,2107871.805,3961786.852,15.088981,0.229040083,0.229040083,596.361033,1865158.384,6.605723381,
AGO,1998,956.6772213,1191.614939,1787.760936,1902.183052,2452.627908,3385.269714,1783699.784,2680662.26,658655.454,2086102.589,2207574.155,4147639.756,15.504318,0.392823518,0.392823518,1191.614939,2577835.296,6.773012638,
AGO,1999,13727.58677,6327.685085,4371.521191,19779.75581,21246.87873,22959.67012,1480114.005,2170264.182,1437252.147,3307723.906,2915764.028,4238120.313,15.949766,2.790706167,2.790706167,6327.685085,2087015.43,6.970297337,
AGO,2000,48451.32123,14352.76933,41832.62316,82709.21216,64777.44313,122568.4827,1140131.812,1219254.43,1053649.615,3538934.076,2035786.261,4367578.782,16.440924,10.04054417,10.04054417,14352.76933,1172485.274,7.207794666,
AGO,2001,135970.91,35317.11948,91112.89706,198698.3312,197538.6646,263560.5932,2033082.926,1119641.336,883801.1806,3070025.481,2504831.518,4504720.983,16.983266,22.05786167,22.05786167,35317.11948,1076693.262,7.466683865,
AGO,2002,276187,202897,127292,379835,320827,665384.9869,1958672.206,1202606.694,1025916.506,3496144.768,2380842.304,5159256.468,17.572649,43.53020667,43.53020667,201789,1156476.169,7.729255676,
AGO,2003,570822,404677,290430,721898,658887,1328940.035,2119741.857,1370565.136,1066633.373,3449174.625,2611656.253,5313510.866,18.203369,74.60630083,74.60630083,394360,1303347.467,8.002744675,
AGO,2004,818775,607855,281600,1148680,889334,1967571.366,2203700.173,1605488.042,1089069.236,3900559.931,2797944.039,5895504.259,18.865716,83.5413625,83.5413625,602229,1541470.56,8.254398346,
